movie_id,rating
579148,
406304,
668693,
450709,
342924,
502502,
369432,
366027,
381215,
445903,
529667,
258156,PG-13
41444,
495457,
525219,
125094,
730010,
729540,
365309,
420072,
333942,
372757,
725498,
391643,
719087,
622652,
442279,
146090,
146084,
411712,PG-13
731522,
162975,
740803,
741453,
492124,
280594,
220668,
658565,NR
168478,
549139,
144211,
141141,NR
621963,
456475,
253967,
742427,
166685,
334210,
90782,
608371,
255570,
429122,
424338,
529375,
738942,
615439,
701881,
701879,
279987,
174259,
734950,
166299,
165990,
190315,
406776,
236876,
166791,
734049,
343009,
248415,
695115,NR
268199,
410387,
243195,NR
551803,
52691,
565368,
453538,
595504,
83602,
203117,
442877,
226232,
522503,
128938,
69861,
334900,
179992,NR
54657,
626832,
502165,
68497,NR
413330,
408129,
335050,
336044,
130944,
699025,
98634,
722139,
53668,G
360570,
283859,
373032,
719467,
335351,
177578,
464262,
365566,
709394,
72954,
23502,
280725,
201521,
220563,
522504,
266555,
331399,
436056,
467972,
190472,
456478,
256170,
153936,G
237052,
362102,
663241,
430389,
327310,
352066,
622411,
394067,
300447,
291560,
236542,
608396,
300032,
35883,
139017,
119055,
64660,
56316,
164978,
64705,NR
540294,PG-13
701351,
39089,NR
222668,
444936,
187334,
491667,
327307,
496835,
132225,
102070,
16218,
1188273,
1569665,
1567571,
1554575,
1545540,
1529051,
1523749,
1518447,
1506339,
1495141,
1493337,
1271329,
1479946,
1474373,
1469450,
1449117,
1429357,
1427356,
1397722,
1393337,
1389334,
1389332,
1370344,
1367079,
1366381,
1337487,
1336331,
1317728,
1293964,
1283192,
1281797,
1268977,
920167,
1242032,
1232176,
1231718,
1228755,
1175506,
1136027,
1042504,
1027903,
646211,
1007347,
945900,
902934,
865977,NR
863811,
845192,
838320,
823271,
703753,
795504,
358812,
690199,
548663,
745313,
720636,
736019,
