genre,movie_id
 Drama,41201
Animation,435129
 War,435129
 Drama,435129
 Family,435129
Animation,337703
 Drama,337703
 Fantasy,337703
 Family,337703
Science Fiction,4977
 Thriller,4977
 Animation,4977
Action,9323
 Animation,9323
 Science Fiction,9323
Animation,10674
 Family,10674
 Adventure,10674
Animation,1575337
 Fantasy,1575337
 Music,1575337
 Science Fiction,1575337
Animation,1012201
 Comedy,1012201
Adventure,13396
 Animation,13396
 Family,13396
 Fantasy,13396
Animation,16859
 Family,16859
 Fantasy,16859
Animation,592350
 Action,592350
 Fantasy,592350
 Adventure,592350
Animation,568160
 Drama,568160
 Fantasy,568160
 Romance,568160
Animation,10857
 War,10857
 Drama,10857
Fantasy,21348
 Adventure,21348
 Animation,21348
 Family,21348
Animation,472983
 Comedy,472983
 Science Fiction,472983
Action,13980
 Animation,13980
 History,13980
Fantasy,14282
 Animation,14282
 Action,14282
Action,14092
 Animation,14092
 Crime,14092
 Science Fiction,14092
Animation,250480
 Family,250480
 Adventure,250480
Action,76589
 Animation,76589
 Science Fiction,76589
 Fantasy,76589
Animation,149870
 Drama,149870
 History,149870
 Romance,149870
Animation,37135
 Family,37135
 Adventure,37135
Action,1357633
 Adventure,1357633
 Fantasy,1357633
 Animation,1357633
Animation,1062807
 Comedy,1062807
 Adventure,1062807
 Action,1062807
Animation,732203
 Action,732203
 Science Fiction,732203
Animation,586940
 Drama,586940
 Fantasy,586940
Animation,553600
 Action,553600
 Science Fiction,553600
Animation,505262
 Action,505262
 Adventure,505262
 Fantasy,505262
Animation,18874
 Action,18874
 Thriller,18874
 Crime,18874
 Science Fiction,18874
Thriller,340357
 Adventure,340357
 Animation,340357
 Comedy,340357
 Fantasy,340357
 Science Fiction,340357
Animation,16306
 Science Fiction,16306
Action,71689
 Adventure,71689
 Animation,71689
 Comedy,71689
 Family,71689
 Science Fiction,71689
 TV Movie,71689
Animation,13151
 Mystery,13151
 Family,13151
 Horror,13151
Animation,11049
 Science Fiction,11049
 Music,11049
 Adventure,11049
Romance,92321
 Animation,92321
 Fantasy,92321
Animation,26963
 Family,26963
 Fantasy,26963
Family,11704
 Animation,11704
 Fantasy,11704
 Adventure,11704
 Mystery,11704
 Drama,11704
 Science Fiction,11704
Animation,242828
 Drama,242828
 Family,242828
Action,315465
 Adventure,315465
 Animation,315465
 Drama,315465
 Family,315465
 Fantasy,315465
Fantasy,51739
 Animation,51739
 Family,51739
Animation,11544
 Family,11544
 Comedy,11544
Animation,1165642
 Romance,1165642
 Science Fiction,1165642
 Drama,1165642
Animation,804370
 Adventure,804370
 Fantasy,804370
 Family,804370
 Science Fiction,804370
Animation,802401
 Action,802401
 Fantasy,802401
 Thriller,802401
Animation,776305
 Science Fiction,776305
 Drama,776305
 Music,776305
Fantasy,14069
 Animation,14069
 Drama,14069
 Science Fiction,14069
Animation,71883
 Action,71883
 Science Fiction,71883
Animation,53565
 Comedy,53565
Action,503314
 Science Fiction,503314
 Animation,503314
Action,475946
 Animation,475946
 Science Fiction,475946
Animation,396899
 Fantasy,396899
 Romance,396899
Animation,330081
 Action,330081
 Fantasy,330081
 Adventure,330081
Animation,120811
 Family,120811
 Adventure,120811
 Comedy,120811
 Music,120811
Animation,223706
 Fantasy,223706
 Adventure,223706
 Family,223706
Animation,9606
 Science Fiction,9606
Animation,354857
 Comedy,354857
 Science Fiction,354857
 Adventure,354857
Family,292177
 Animation,292177
 Music,292177
Family,9385
 Animation,9385
 Comedy,9385
 Adventure,9385
Family,594328
 Animation,594328
 Science Fiction,594328
 Comedy,594328
Fantasy,42994
 Animation,42994
 Science Fiction,42994
Animation,1056444
 Drama,1056444
 Music,1056444
Animation,995133
 Family,995133
 Drama,995133
 Adventure,995133
Animation,947219
 Family,947219
 Music,947219
 Adventure,947219
Animation,887870
 Drama,887870
 Music,887870
Animation,820067
 Comedy,820067
 Romance,820067
Adventure,11688
 Animation,11688
 Comedy,11688
 Family,11688
 Fantasy,11688
Animation,63498
 Music,63498
 Romance,63498
Adventure,9837
 Animation,9837
 Drama,9837
 Family,9837
Animation,666243
 Action,666243
 Fantasy,666243
Animation,361705
 Drama,361705
 Fantasy,361705
Animation,3170
 Drama,3170
 Family,3170
Fantasy,10882
 Animation,10882
 Romance,10882
 Family,10882
Animation,11360
 Family,11360
Family,11224
 Fantasy,11224
 Animation,11224
 Romance,11224
Animation,20007
 Comedy,20007
 Family,20007
 Music,20007
 Science Fiction,20007
Animation,15916
 Fantasy,15916
 Mystery,15916
Animation,41498
 Fantasy,41498
 Adventure,41498
Animation,14919
 Crime,14919
 Mystery,14919
 Action,14919
 Adventure,14919
Action,11299
 Animation,11299
 Science Fiction,11299
Animation,11970
 Family,11970
 Fantasy,11970
 Adventure,11970
 Comedy,11970
 Romance,11970
Animation,55931
 Science Fiction,55931
Animation,1159311
 Action,1159311
 Adventure,1159311
 Science Fiction,1159311
Animation,900667
 Adventure,900667
 Action,900667
 Fantasy,900667
Animation,828898
 Action,828898
 Adventure,828898
 Science Fiction,828898
Animation,664996
 Comedy,664996
 Drama,664996
Drama,10545
 Animation,10545
 Family,10545
Action,13754
 Adventure,13754
 Animation,13754
Animation,504827
 Music,504827
 Comedy,504827
 Crime,504827
 Mystery,504827
Animation,642538
 Drama,642538
 Music,642538
 Fantasy,642538
 History,642538
Animation,521296
 Drama,521296
 Fantasy,521296
 Family,521296
Animation,530079
 Romance,530079
 Comedy,530079
 Drama,530079
 Fantasy,530079
Family,15374
 Animation,15374
 Comedy,15374
 Drama,15374
Animation,10340
 Family,10340
 Romance,10340
 Adventure,10340
 Comedy,10340
Family,9325
 Animation,9325
 Adventure,9325
Animation,49565
 Drama,49565
 Fantasy,49565
Animation,14572
 Science Fiction,14572
 Action,14572
 Thriller,14572
Adventure,30060
 Animation,30060
 Drama,30060
Animation,15999
 Fantasy,15999
 Horror,15999
 Action,15999
 Adventure,15999
 Science Fiction,15999
Action,317442
 Romance,317442
 Animation,317442
Animation,22843
 Science Fiction,22843
 Action,22843
 Drama,22843
Animation,28874
 Science Fiction,28874
Crime,321528
 Action,321528
 Adventure,321528
 Animation,321528
Action,69735
 Animation,69735
 Crime,69735
 Drama,69735
 Thriller,69735
Animation,339877
 Drama,339877
 History,339877
Animation,9444
 Family,9444
 Fantasy,9444
 Adventure,9444
Animation,761898
 Action,761898
 Fantasy,761898
 Science Fiction,761898
Action,587092
 Animation,587092
 Fantasy,587092
 Horror,587092
 War,587092
Animation,579741
 Romance,579741
 Drama,579741
Animation,35
 Comedy,35
 Family,35
Adventure,15283
 Animation,15283
 Fantasy,15283
Fantasy,10150
 Animation,10150
 Family,10150
 Adventure,10150
Animation,10198
 Romance,10198
 Fantasy,10198
 Family,10198
Comedy,430214
 Romance,430214
 Animation,430214
 Fantasy,430214
Animation,510318
 Drama,510318
 History,510318
Animation,474395
 Action,474395
 Comedy,474395
 Science Fiction,474395
Drama,453364
 Animation,453364
Animation,52032
 Comedy,52032
 Drama,52032
Animation,22501
 Science Fiction,22501
 Adventure,22501
Action,51859
 Animation,51859
 Science Fiction,51859
 Adventure,51859
Animation,176983
 Fantasy,176983
 Action,176983
 Adventure,176983
Animation,144288
 Action,144288
 Adventure,144288
 Drama,144288
 Fantasy,144288
Adventure,11837
 Animation,11837
 Drama,11837
Adventure,347201
 Action,347201
 Animation,347201
 Comedy,347201
 Fantasy,347201
Animation,83389
 Drama,83389
Animation,198375
 Drama,198375
 Romance,198375
Adventure,15370
 Fantasy,15370
 Animation,15370
 Drama,15370
 Family,15370
Animation,51162
 Family,51162
 Adventure,51162
 Comedy,51162
Animation,38142
 Romance,38142
 Drama,38142
Thriller,242643
 Animation,242643
 Action,242643
 Crime,242643
Animation,916192
 Drama,916192
 Romance,916192
 Fantasy,916192
 Science Fiction,916192
Animation,913001
 Adventure,913001
 Drama,913001
 Family,913001
 Fantasy,913001
Family,870360
 Comedy,870360
 Adventure,870360
 Animation,870360
 Science Fiction,870360
Animation,768744
 Action,768744
 Adventure,768744
 Science Fiction,768744
Animation,32536
 Comedy,32536
Family,15242
 Animation,15242
 Adventure,15242
 Drama,15242
 Comedy,15242
Animation,20677
 Crime,20677
 Drama,20677
 Mystery,20677
 Adventure,20677
Animation,13479
 Comedy,13479
 Family,13479
 TV Movie,13479
Animation,508422
 Adventure,508422
 Comedy,508422
 Fantasy,508422
Drama,610892
 Fantasy,610892
 Animation,610892
Animation,12092
 Family,12092
 Fantasy,12092
 Adventure,12092
Animation,10693
 Family,10693
 Adventure,10693
 Fantasy,10693
Animation,413770
 Drama,413770
 War,413770
 History,413770
Action,17074
 Animation,17074
 TV Movie,17074
 Science Fiction,17074
 Family,17074
 Adventure,17074
Animation,45752
 Comedy,45752
 Family,45752
 Mystery,45752
Animation,21832
 Drama,21832
 Science Fiction,21832
Animation,39108
 Action,39108
 Science Fiction,39108
Action,14003
 Adventure,14003
 Animation,14003
 Drama,14003
Action,15359
 Adventure,15359
 Animation,15359
 Fantasy,15359
 Science Fiction,15359
Animation,15137
 Science Fiction,15137
 Action,15137
 Drama,15137
Animation,126963
 Action,126963
 Science Fiction,126963
Animation,1295026
 Drama,1295026
Animation,1067282
 Action,1067282
 Fantasy,1067282
 Thriller,1067282
Animation,895006
 Action,895006
 Fantasy,895006
 Thriller,895006
Animation,820232
 Action,820232
 Fantasy,820232
 Thriller,820232
Animation,781816
 Drama,781816
 Family,781816
 Comedy,781816
Animation,53210
 Comedy,53210
Animation,15805
 Action,15805
 Crime,15805
Animation,20043
 Science Fiction,20043
Animation,667520
 Drama,667520
 Romance,667520
 Fantasy,667520
Animation,560052
 Adventure,560052
 Family,560052
 Fantasy,560052
 Comedy,560052
Animation,430447
 Adventure,430447
 Family,430447
 Fantasy,430447
Animation,475215
 Family,475215
 Fantasy,475215
 Adventure,475215
 Drama,475215
Animation,228692
 Comedy,228692
 Drama,228692
Adventure,28808
 Animation,28808
 Crime,28808
 Drama,28808
 Mystery,28808
Animation,64847
 Drama,64847
 Fantasy,64847
Animation,12613
 Action,12613
Fantasy,15575
 Animation,15575
 Science Fiction,15575
Comedy,100271
 Fantasy,100271
 Animation,100271
 Drama,100271
 Family,100271
Animation,19933
 Adventure,19933
 Fantasy,19933
 Family,19933
Animation,113082
 Action,113082
 Adventure,113082
 Fantasy,113082
 Drama,113082
 Horror,113082
Science Fiction,103269
 Animation,103269
 Action,103269
Animation,12140
 Drama,12140
 Science Fiction,12140
Animation,9994
 Family,9994
 Mystery,9994
 Crime,9994
 Adventure,9994
Animation,895003
 Action,895003
 Fantasy,895003
 Thriller,895003
Animation,234284
 Science Fiction,234284
 Drama,234284
Action,323027
 Animation,323027
 Fantasy,323027
 Adventure,323027
 Science Fiction,323027
Animation,53211
 Comedy,53211
 Music,53211
Family,9929
 Animation,9929
 Adventure,9929
 Comedy,9929
Family,12144
 Animation,12144
 Adventure,12144
Family,453191
 Animation,453191
 Comedy,453191
Science Fiction,487670
 Animation,487670
 Action,487670
 Drama,487670
 Fantasy,487670
Science Fiction,487242
 Action,487242
 Animation,487242
 Fantasy,487242
Animation,24232
 Comedy,24232
 TV Movie,24232
Fantasy,25078
 Animation,25078
 Science Fiction,25078
Action,14571
 Animation,14571
 Science Fiction,14571
 Mystery,14571
Animation,13246
 Family,13246
 Comedy,13246
 TV Movie,13246
 Music,13246
 Adventure,13246
Animation,64246
 Drama,64246
 Family,64246
Animation,296917
 Science Fiction,296917
 Action,296917
Animation,20982
 Action,20982
 Fantasy,20982
Animation,118406
 Fantasy,118406
 Action,118406
Adventure,80518
 Fantasy,80518
 Animation,80518
 Action,80518
 Science Fiction,80518
Animation,16198
 Comedy,16198
 Family,16198
Animation,212167
 Science Fiction,212167
 Adventure,212167
 Drama,212167
Animation,34433
 Science Fiction,34433
 Action,34433
Animation,166076
 Action,166076
 Adventure,166076
 Science Fiction,166076
Science Fiction,408647
 Animation,408647
 Action,408647
Science Fiction,366924
 Action,366924
 Animation,366924
 Adventure,366924
 Crime,366924
Animation,9023
 Adventure,9023
 Family,9023
 Drama,9023
 Western,9023
Animation,408220
 Action,408220
 Adventure,408220
 Fantasy,408220
 Science Fiction,408220
 Horror,408220
Adventure,10948
 Animation,10948
 Drama,10948
 Family,10948
Animation,1338799
 Action,1338799
 Fantasy,1338799
Action,1216221
 Animation,1216221
 Fantasy,1216221
 Thriller,1216221
Action,1014505
 Adventure,1014505
 Animation,1014505
 Fantasy,1014505
Animation,646265
 Drama,646265
 History,646265
Animation,586810
 Science Fiction,586810
 Thriller,586810
Animation,789708
 Adventure,789708
 Fantasy,789708
 Family,789708
 TV Movie,789708
Animation,24662
 Comedy,24662
 Family,24662
 Music,24662
Comedy,16907
 Action,16907
 Animation,16907
 Adventure,16907
Animation,34003
 Science Fiction,34003
 Adventure,34003
Animation,49948
 Family,49948
 Music,49948
Action,39105
 Animation,39105
 Science Fiction,39105
Horror,13465
 Fantasy,13465
 Animation,13465
 Family,13465
Animation,618354
 Action,618354
 Science Fiction,618354
Animation,532067
 Adventure,532067
 Comedy,532067
 Fantasy,532067
Animation,620249
 Fantasy,620249
 Action,620249
Action,537056
 Animation,537056
 Crime,537056
 Mystery,537056
Animation,21452
 Crime,21452
 Mystery,21452
 Adventure,21452
Action,17101
 Animation,17101
 Thriller,17101
Animation,14711
 Action,14711
 Adventure,14711
 Drama,14711
 Fantasy,14711
 Science Fiction,14711
 TV Movie,14711
Animation,9463
 Fantasy,9463
 Horror,9463
Family,9318
 Animation,9318
 Adventure,9318
 Comedy,9318
Animation,79707
 Adventure,79707
 Fantasy,79707
 Family,79707
Action,411736
 Animation,411736
 Adventure,411736
 Family,411736
 Science Fiction,411736
Fantasy,11319
 Family,11319
 Animation,11319
 Adventure,11319
Action,182131
 Animation,182131
 Comedy,182131
 Fantasy,182131
Animation,38060
 Family,38060
 TV Movie,38060
 Drama,38060
 Fantasy,38060
Animation,734002
 History,734002
 Drama,734002
Family,15171
 Animation,15171
 Drama,15171
Animation,39107
 Action,39107
 Science Fiction,39107
Animation,37910
 Science Fiction,37910
 Romance,37910
Animation,413594
 Action,413594
 Adventure,413594
 Fantasy,413594
 Science Fiction,413594
Animation,137227
 Adventure,137227
 Family,137227
 Science Fiction,137227
 Fantasy,137227
 Comedy,137227
Animation,437220
 Crime,437220
Animation,34295
 Fantasy,34295
 Adventure,34295
Animation,31347
 Adventure,31347
 Fantasy,31347
 Romance,31347
Action,42360
 Animation,42360
 Adventure,42360
 Fantasy,42360
Animation,26662
 Adventure,26662
 Mystery,26662
 Science Fiction,26662
 Crime,26662
Animation,267970
 Drama,267970
 History,267970
Animation,19877
 Action,19877
 Science Fiction,19877
Animation,21793
 Family,21793
 Adventure,21793
 Comedy,21793
 Music,21793
Comedy,17681
 Mystery,17681
 Family,17681
 Fantasy,17681
 Animation,17681
Action,24752
 Animation,24752
 Science Fiction,24752
Animation,823
 Drama,823
 Romance,823
 Thriller,823
 Science Fiction,823
Animation,11135
 Family,11135
 Adventure,11135
Animation,217993
 Action,217993
Science Fiction,379291
 Action,379291
 Animation,379291
Animation,3509
 Science Fiction,3509
 Thriller,3509
Science Fiction,9016
 Adventure,9016
 Animation,9016
 Family,9016
 Fantasy,9016
Action,269246
 Animation,269246
 Science Fiction,269246
Animation,67409
 Comedy,67409
 Science Fiction,67409
Animation,53217
 Comedy,53217
 Music,53217
Action,65291
 Adventure,65291
 Animation,65291
 Science Fiction,65291
 Drama,65291
Animation,56590
 Science Fiction,56590
 Action,56590
 Adventure,56590
Family,34067
 Adventure,34067
 Animation,34067
 Fantasy,34067
 Action,34067
 Science Fiction,34067
Animation,39148
 Adventure,39148
 Fantasy,39148
Comedy,72215
 Animation,72215
 Family,72215
Animation,464882
 Action,464882
 Science Fiction,464882
Animation,537059
 Action,537059
 Science Fiction,537059
 Fantasy,537059
Science Fiction,487672
 Animation,487672
 Action,487672
 Fantasy,487672
 Drama,487672
Animation,22752
 Family,22752
 Comedy,22752
Animation,11848
 Drama,11848
Animation,15947
 Family,15947
 Music,15947
Animation,9078
 Family,9078
 Fantasy,9078
Action,22537
 Animation,22537
 Adventure,22537
 Fantasy,22537
Animation,27273
 Fantasy,27273
 Family,27273
 Adventure,27273
Animation,20771
 Adventure,20771
 Family,20771
 Action,20771
 Comedy,20771
 Science Fiction,20771
Animation,362584
 Fantasy,362584
 Mystery,362584
Animation,20410
 Family,20410
 Comedy,20410
 Mystery,20410
 Science Fiction,20410
Family,25961
 Adventure,25961
 Animation,25961
 Fantasy,25961
 Action,25961
 Science Fiction,25961
Animation,52264
 Comedy,52264
Animation,32916
 Comedy,32916
 Family,32916
 Mystery,32916
 Fantasy,32916
Animation,15601
 Adventure,15601
 Comedy,15601
Animation,21057
 Drama,21057
 Romance,21057
Animation,12924
 Adventure,12924
 Drama,12924
 Romance,12924
Animation,118412
 Action,118412
 Adventure,118412
 Drama,118412
 Fantasy,118412
Comedy,15567
 Family,15567
 Animation,15567
 Science Fiction,15567
Animation,3179
 Comedy,3179
 Adventure,3179
 Crime,3179
 Music,3179
Animation,1857
 Science Fiction,1857
 Action,1857
 Adventure,1857
 Family,1857
Animation,1047041
 Action,1047041
 Crime,1047041
 Mystery,1047041
Animation,942881
 Drama,942881
 Mystery,942881
 Fantasy,942881
Animation,798544
 Drama,798544
 Mystery,798544
 Fantasy,798544
Animation,186919
 Drama,186919
 Mystery,186919
Animation,732450
 Action,732450
 Adventure,732450
 Crime,732450
Science Fiction,47388
 Action,47388
 Animation,47388
 Fantasy,47388
 TV Movie,47388
 Adventure,47388
Animation,53219
 Comedy,53219
Fantasy,17581
 Animation,17581
 Action,17581
Science Fiction,13851
 Action,13851
 Crime,13851
 Animation,13851
Action,44729
 Animation,44729
 Thriller,44729
 Comedy,44729
Animation,37100
 Action,37100
 Fantasy,37100
Animation,52954
 Comedy,52954
Animation,47626
 Fantasy,47626
 Family,47626
 Adventure,47626
 Comedy,47626
Animation,436120
 Adventure,436120
 Music,436120
 Fantasy,436120
 Family,436120
Thriller,471474
 Action,471474
 Animation,471474
 Science Fiction,471474
Science Fiction,537055
 Animation,537055
Animation,482150
 Drama,482150
 Music,482150
Animation,390634
 Action,390634
 Fantasy,390634
 Drama,390634
 Romance,390634
Adventure,41077
 Animation,41077
 Fantasy,41077
Fantasy,22561
 Animation,22561
 Comedy,22561
 Music,22561
Animation,35648
 Drama,35648
 Science Fiction,35648
Drama,27716
 Animation,27716
 Comedy,27716
 Crime,27716
Drama,22914
 Animation,22914
 Science Fiction,22914
Crime,23153
 Animation,23153
 Action,23153
 Fantasy,23153
 Mystery,23153
 Drama,23153
Action,23155
 Animation,23155
 Drama,23155
 Mystery,23155
 Thriller,23155
 Fantasy,23155
Animation,21422
 Crime,21422
 Mystery,21422
 Adventure,21422
Action,17165
 Animation,17165
 Fantasy,17165
 Drama,17165
Animation,15371
 Adventure,15371
 Comedy,15371
 Crime,15371
Action,17445
 Adventure,17445
 Fantasy,17445
 Animation,17445
 Science Fiction,17445
Science Fiction,22855
 Animation,22855
 Adventure,22855
 Drama,22855
 Action,22855
Action,14011
 Adventure,14011
 Animation,14011
 Science Fiction,14011
Adventure,10837
 Animation,10837
 Family,10837
 Comedy,10837
 Fantasy,10837
Animation,251519
 Action,251519
 Adventure,251519
Adventure,15789
 Comedy,15789
 Romance,15789
 Animation,15789
 Family,15789
Animation,741335
 Drama,741335
 Science Fiction,741335
Animation,36161
 Family,36161
Animation,88018
 Family,88018
 Music,88018
 Comedy,88018
 Horror,88018
Animation,14132
 Science Fiction,14132
 War,14132
 Action,14132
Animation,18143
Animation,585077
 Fantasy,585077
 Adventure,585077
 Mystery,585077
Romance,372754
 Animation,372754
Action,283984
 Animation,283984
 Drama,283984
 Fantasy,283984
 Romance,283984
Adventure,445030
 Animation,445030
 Drama,445030
 Fantasy,445030
 Romance,445030
Animation,49418
 Adventure,49418
 Comedy,49418
Animation,374856
 Mystery,374856
 Action,374856
 Crime,374856
Fantasy,26945
 Animation,26945
 Adventure,26945
Adventure,22611
 Animation,22611
 Family,22611
 Fantasy,22611
Science Fiction,18839
 Animation,18839
 Action,18839
 Crime,18839
 Mystery,18839
Action,347413
 Animation,347413
 Fantasy,347413
 Comedy,347413
Adventure,18861
 Animation,18861
 Action,18861
Animation,39324
 Action,39324
 Science Fiction,39324
Family,1362
 Fantasy,1362
 Animation,1362
 Adventure,1362
 TV Movie,1362
Family,13225
 Fantasy,13225
 Animation,13225
 Adventure,13225
Family,12335
 Animation,12335
 Fantasy,12335
Animation,1539104
 Action,1539104
 Fantasy,1539104
Animation,513347
 Romance,513347
 Drama,513347
Animation,1104844
 Action,1104844
 Drama,1104844
Animation,64202
 Action,64202
 Science Fiction,64202
Animation,573531
 War,573531
 Action,573531
 Science Fiction,573531
Animation,877957
 Fantasy,877957
 Adventure,877957
Animation,48617
 Drama,48617
Action,76420
 Animation,76420
 Crime,76420
 Adventure,76420
Animation,10865
 Family,10865
 Adventure,10865
 Science Fiction,10865
Family,10501
 Adventure,10501
 Animation,10501
 Comedy,10501
 Fantasy,10501
Animation,72640
 Thriller,72640
 Family,72640
 Music,72640
 Horror,72640
Animation,390635
 Romance,390635
 Fantasy,390635
 Action,390635
 Drama,390635
Animation,526429
 Adventure,526429
 Fantasy,526429
 Mystery,526429
 Science Fiction,526429
Animation,492999
 Action,492999
 Adventure,492999
 Fantasy,492999
Fantasy,28476
 Animation,28476
 Adventure,28476
 Family,28476
 Comedy,28476
Animation,19738
 Drama,19738
 Fantasy,19738
 Romance,19738
Animation,311054
 Comedy,311054
 Mystery,311054
Animation,8983
 Mystery,8983
 Horror,8983
Animation,23154
 Fantasy,23154
 Action,23154
 Mystery,23154
Action,20986
 Comedy,20986
 Animation,20986
Animation,23151
 Action,23151
 Crime,23151
 Romance,23151
 Mystery,23151
Animation,15877
 Action,15877
 Adventure,15877
 War,15877
 Science Fiction,15877
TV Movie,51786
 Action,51786
 Adventure,51786
 Animation,51786
 Family,51786
Adventure,366170
 Animation,366170
Family,12902
 Adventure,12902
 Animation,12902
 Comedy,12902
 Fantasy,12902
 Mystery,12902
Animation,357786
 Fantasy,357786
 Drama,357786
 Mystery,357786
 Action,357786
Animation,16910
 Adventure,16910
 Fantasy,16910
Animation,20077
 Action,20077
 Fantasy,20077
 Mystery,20077
Adventure,16340
 Animation,16340
 Comedy,16340
 Family,16340
 Romance,16340
Animation,258893
 Comedy,258893
 Family,258893
 Mystery,258893
Animation,13691
 Family,13691
Mystery,24615
 Family,24615
 Animation,24615
 Adventure,24615
 Comedy,24615
Animation,8953
 Fantasy,8953
 Science Fiction,8953
Drama,152795
 Science Fiction,152795
 Animation,152795
Animation,15400
 Family,15400
 Comedy,15400
Action,13640
 Animation,13640
 Science Fiction,13640
Science Fiction,142061
 Action,142061
 Animation,142061
 Mystery,142061
Adventure,11430
 Animation,11430
 Comedy,11430
 Family,11430
Adventure,10530
 Animation,10530
 Family,10530
 Romance,10530
Animation,1308681
 Fantasy,1308681
 Comedy,1308681
 Adventure,1308681
Animation,629078
 Family,629078
 Romance,629078
 War,629078
Animation,876792
 Fantasy,876792
 Adventure,876792
Animation,16440
 Action,16440
 Adventure,16440
 Horror,16440
Animation,685274
 Action,685274
 Drama,685274
 Science Fiction,685274
Animation,32022
 Action,32022
 Crime,32022
 Mystery,32022
Comedy,50300
 Animation,50300
 Adventure,50300
 TV Movie,50300
 Family,50300
 Drama,50300
 Mystery,50300
Animation,59387
 Action,59387
 Family,59387
Animation,714194
 Action,714194
 Fantasy,714194
 Adventure,714194
Animation,13350
 Family,13350
 TV Movie,13350
 Mystery,13350
 Fantasy,13350
Family,16366
 Animation,16366
 Drama,16366
Family,14317
 Comedy,14317
 Adventure,14317
 Animation,14317
Family,13354
 Comedy,13354
 Animation,13354
