origin_country,movie_id
US,48610
US,11802
KR,335777
 US,335777
 CA,335777
MY,639999
US,141423
US,18224
US,349112
 GB,349112
US,361380
DE,50135
ES,411221
CA,227783
US,1088561
CA,756397
 GB,756397
US,118249
US,449621
US,12819
US,265447
US,579524
JP,271924
CA,411840
 US,411840
US,434757
US,981424
US,831815
US,366141
MY,616473
DK,13517
 IE,13517
 GB,13517
 US,13517
JP,357390
CA,476631
 US,476631
US,30178
US,217057
US,59981
US,316322
JP,1249728
US,1008102
JP,989937
US,51256
NO,14453
US,113594
DE,454699
DE,1316147
US,40707
US,40706
US,366143
US,24884
CA,416153
 GB,416153
 US,416153
US,370086
DK,257951
 SE,257951
KR,16460
 US,16460
US,227425
US,1550797
BR,1192209
AU,1189423
CN,1154478
JP,1059572
US,1045944
JP,57982
 US,57982
CA,914533
JP,851281
 US,851281
US,774825
IN,20653
ES,561147
US,74658
 IT,74658
FR,205048
US,417047
US,1392796
JP,1027159
JP,62368
CA,269509
 US,269509
 GB,269509
US,159370
MY,378102
US,415749
US,19508
AU,339669
JP,429005
FR,939338
US,421725
US,40708
DE,5393
 US,5393
CA,76789
JP,39544
KR,19595
 US,19595
AU,1146058
 US,1146058
ES,987750
AU,974663
US,70665
FR,11572
GB,638134
 DE,638134
US,462650
JP,553833
IN,256968
KR,211247
FR,448779
US,57089
,763861
MY,1357359
US,1207417
US,1153222
GB,823609
CA,812456
 US,812456
US,16604
FR,419981
,13956
KR,435506
US,515789
 GB,515789
CA,413927
 FR,413927
RU,85315
FR,139649
DK,141614
 DE,141614
 IE,141614
 FI,141614
CN,408355
US,256766
JP,965244
JP,839100
US,678287
US,18606
US,738215
US,118248
CA,5833
 US,5833
BE,430474
 CN,430474
 ES,430474
 US,430474
 GB,430474
 CH,430474
JP,1064835
BE,1059264
 FR,1059264
 ES,1059264
US,850818
US,444341
US,562416
AU,499088
 US,499088
US,224990
,10927
US,15898
US,16652
DK,442018
IN,303457
KR,133248
US,85693
CN,1207123
US,878357
US,21865
US,48740
US,82530
US,483396
US,265923
ES,29192
CL,450314
 PE,450314
FR,280391
US,273307
US,607386
US,415838
IE,276905
 US,276905
US,1239251
US,1093349
RU,597845
AU,681260
US,71430
KR,26728
 US,26728
KR,706712
US,378236
RU,506752
TH,497536
US,273318
US,31170
GB,539745
JP,374191
IN,51485
US,20542
US,1389038
US,169314
JP,1062372
US,1012801
US,256346
US,275136
IE,85358
US,273127
US,346853
BE,670497
 FR,670497
RU,533715
CA,23056
 FR,23056
 ES,23056
CA,93399
 US,93399
 GB,93399
CN,369552
US,1037858
DK,676685
 DE,676685
 NL,676685
 FR,676685
RU,923579
US,268893
JP,211358
US,287095
US,47227
JP,128253
DE,26497
CA,54408
US,24432
US,1515395
MY,67792
JP,725986
JP,593240
US,273296
US,13017
JP,394322
CN,337302
IT,1517206
 US,1517206
CN,1497970
US,1224422
US,1102104
AT,831728
 DE,831728
CN,811634
US,287018
 GB,287018
JP,690959
US,284682
US,371914
CA,345942
 US,345942
US,113736
RU,377883
US,261409
KR,128475
US,292821
 GB,292821
MX,293644
 VN,293644
CA,1276521
JP,1235451
TH,1134424
US,471423
US,273302
JP,1071101
US,1034470
CA,314580
 US,314580
JP,427593
MX,749618
JP,745115
US,580312
JP,365930
GB,534789
US,470370
 GB,470370
US,59777
US,141102
US,653904
US,1549292
RU,367961
US,504159
US,1005390
US,984824
CN,931404
US,346950
CA,73829
 US,73829
 GB,73829
FR,496051
US,708352
CZ,21188
ES,51800
US,429657
US,254263
DE,106631
 IE,106631
 IS,106631
MY,1274214
JP,1103432
JP,922495
JP,798581
CZ,184313
US,726940
 GB,726940
JP,37425
US,246673
US,165181
 NZ,165181
CA,132156
 US,132156
 GB,132156
PH,200752
CA,348746
DO,1198426
CN,931405
JP,843252
DK,707459
 US,707459
IR,205432
 ES,205432
ES,169856
US,145619
US,52541
US,118251
CA,76263
 US,76263
 GB,76263
GB,221029
US,1449951
DK,96458
JP,1104401
CN,1026821
LK,881201
US,60823
US,48741
US,118254
US,624993
US,103977
CN,416403
CA,534313
US,510096
US,269052
US,103194
US,22188
QA,79842
 MY,79842
GB,399268
US,1425816
US,1170657
US,1118203
US,891761
AU,91523
 US,91523
NL,146647
US,59169
JP,650270
FR,312998
US,273310
US,125448
AU,732721
GB,208561
US,481583
JP,613199
CN,581218
RU,597840
US,412823
US,33137
GB,62428
US,899249
JP,857756
JP,471278
US,381372
SI,529811
IT,109423
US,287097
MD,369855
US,601131
ZA,46256
 US,46256
JP,1309423
US,718100
CN,844158
BR,154634
JP,705948
US,125445
US,165220
US,280221
US,1136767
US,1054972
US,178442
US,810776
JP,459926
JP,432130
IN,123187
 US,123187
US,434444
US,27037
US,327677
 GB,327677
US,74147
CZ,415031
ID,1526275
US,1497036
US,1370761
MY,1369617
US,395885
US,121678
CN,474386
US,273122
CN,401791
US,300247
US,750578
HR,676575
US,22191
CN,541057
US,93507
CA,275065
 US,275065
US,456661
US,223605
 GB,223605
BR,199700
US,413817
US,610045
ID,681783
US,212088
JP,46249
US,116977
CA,75421
 US,75421
US,414223
NO,1016069
CN,1155234
US,18934
FR,933720
CN,844414
IN,837763
 DE,837763
 FR,837763
US,265819
FR,574366
KR,432703
US,22859
US,605829
CN,630044
MY,488397
US,443484
CN,173931
US,387892
CN,1303336
CN,1221210
US,1165223
US,455424
CA,141263
 US,141263
ES,78807
US,752885
CN,260091
US,42078
JP,684583
CN,335832
NL,1327927
KR,1252371
FR,808264
MY,1051180
US,1018814
US,790811
US,48270
 CA,48270
BE,58904
US,300445
LV,274353
NO,557642
US,610672
US,64633
JP,363263
US,246439
DE,587065
CN,529426
US,674942
US,26187
CN,1481390
CN,1078012
US,1049830
CN,1028318
JP,437525
CA,273119
 US,273119
US,85405
US,655279
US,35715
US,460992
HK,407636
US,363890
JP,80394
DE,1455686
US,374648
LV,355200
CA,764807
 FR,764807
US,686632
DK,740359
DE,36007
US,258716
FR,589973
CA,214159
US,14152
 HK,14152
CZ,508710
US,81670
CA,422229
 US,422229
US,398362
US,278614
US,908115
US,114568
DE,129853
US,425936
CN,226673
 KR,226673
CN,1187998
US,845587
US,235141
US,101923
IT,1330173
BR,374746
US,784281
RU,77742
LV,737525
HU,31250
 GB,31250
US,1457178
US,252778
US,494902
BR,52328
US,717808
CN,1653994
US,474946
FR,1576811
US,1586587
GB,1570360
FR,1566339
US,1560551
US,1550201
US,1105300
US,399346
US,1537450
US,1536501
US,1523663
ID,1523377
 SG,1523377
 KR,1523377
 TW,1523377
US,1520664
US,1515529
NO,1512207
JP,1508506
JP,1507724
US,1500788
CA,1497213
 FR,1497213
 MU,1497213
US,1489884
US,1488299
CN,1488147
CA,1487979
US,1480503
FR,1469099
US,1464377
US,1242983
US,298008
US,296709
US,312036
NO,1455670
US,1451567
US,663906
JP,1446746
US,1443838
US,1290568
US,1327821
JP,1431089
JP,1431083
CN,1431009
FR,1416911
GB,1416495
GB,1416480
US,1406905
US,440447
 DK,440447
US,1399199
CN,1398725
FR,1396323
US,1394610
CN,617604
US,1384758
US,1377543
US,1156621
FR,1366790
IL,1355409
GB,1354438
FR,414429
US,311916
US,949883
US,1332980
CN,1329566
US,1329028
FR,1329341
US,135662
 GB,135662
US,1310313
US,1301084
US,1300926
MY,1286444
US,345051
JP,1281462
US,416670
FR,1277505
FR,279870
KR,1275096
ID,479111
US,310057
JP,1257585
JP,1257584
US,1254265
BR,1250094
CN,1249417
US,466409
US,1245358
IT,1245162
US,1245011
US,1244570
GB,1241997
CA,1238839
US,420612
JP,1235424
US,1231806
JP,1231799
CN,643979
DE,546467
CN,1228564
GB,1228296
US,1221968
US,1221163
US,1221161
US,407043
CI,1210501
JP,1209688
CN,1205861
FR,1207068
US,1201321
US,1198907
US,1195880
US,1192996
GB,1190624
US,339597
NO,1189001
GB,471477
CA,1185806
 US,1185806
US,1184871
FR,1184515
GB,1182675
GB,1182258
JP,1179505
US,1178502
CN,1174698
CN,1171923
US,319854
CN,1154660
,1153825
,1153823
,1153821
,1153820
,1153819
DE,1153625
FR,1153065
IT,410016
CN,1149485
CN,1148189
 KR,1148189
US,479367
US,658963
US,1141956
US,1141242
BR,628690
CZ,1134680
CZ,410936
CA,466413
 US,466413
CN,1122419
US,1117898
BG,414428
DE,546468
BE,1109331
US,1108794
JP,1107134
LT,1105270
US,1101423
US,1100639
CN,1098273
US,1093762
US,150577
US,1088781
US,1088768
US,1088785
US,1088780
FR,1088775
DE,1088771
US,1088764
US,1088774
US,1088788
US,1088776
FR,472521
DK,1087594
US,1084244
GB,1083560
 US,1083560
US,488153
FR,1077953
CN,1075657
DE,1074371
NL,387404
NO,1069806
US,1069669
MY,1067413
CN,603501
KR,1064734
ID,1058641
US,1051308
RU,1047097
US,30338
CA,1034404
NL,432841
US,1027936
US,1024604
FR,1020999
US,1016474
US,1007757
JP,1005974
GB,681383
FR,328668
IL,456398
US,998337
FR,995719
US,991531
GB,988054
CH,384518
BR,986149
US,261405
GB,520121
CH,976388
US,433679
US,973917
US,296881
US,973030
US,973037
JP,972231
US,366591
FR,970986
GB,327292
 US,327292
US,366641
US,466414
JP,962817
IT,962086
CA,961714
 US,961714
IN,960924
FR,960968
BR,957838
CA,950903
 GB,950903
US,951307
US,950765
US,949796
US,948102
JP,946967
US,946176
US,576613
US,945322
US,945394
SG,943755
US,943785
ES,943753
US,943831
US,943781
US,943832
US,943541
US,943787
US,943561
US,943817
US,943804
US,943532
HK,943521
US,943494
US,943510
FR,942179
EE,942020
 ES,942020
 US,942020
US,308835
US,345049
FR,472370
FR,617578
FR,380109
FR,472371
US,940458
FR,545018
FR,456315
FR,472384
FR,631102
FR,488042
US,939974
US,938409
FR,938010
US,346955
FR,937209
FR,936814
FR,937073
FR,936521
FR,936477
FR,936395
FR,936493
US,936116
FR,935765
FR,935773
FR,935090
FR,935309
US,515211
FR,934139
FR,934152
FR,933737
FR,933532
FR,933523
FR,932852
FR,931786
FR,930998
FR,931028
DE,339000
FR,930717
FR,930383
FR,930324
FR,930011
FR,929702
FR,929856
CN,930204
FR,929684
FR,929347
FR,929341
FR,928923
FR,928635
US,928280
DE,924941
US,342669
US,680770
 FI,680770
 FR,680770
 MY,680770
 PL,680770
CN,331428
US,920231
US,919693
US,919341
US,569465
US,919333
US,919338
US,919334
US,919332
US,919337
US,919342
US,919101
FR,919102
JP,917696
CA,403937
BR,915676
IT,915193
CO,914233
GB,914067
US,911916
US,912949
US,913015
US,912952
US,912955
CA,638984
 US,638984
US,912291
US,911480
US,911490
US,910862
US,910846
US,910641
US,909951
US,908388
US,906405
US,906408
FR,488316
DE,900378
US,361546
 CA,361546
US,899159
US,897319
US,898456
US,325786
GB,650296
 US,650296
US,894973
US,894339
 CA,894339
US,893910
US,374407
CH,891274
 US,891274
US,890671
US,889325
US,888567
FR,887460
SE,886998
US,887122
US,425938
US,882816
US,406965
MX,634223
ES,578080
CA,875150
 US,875150
US,874104
US,873775
US,873008
US,453967
US,453441
US,872559
JP,872064
RU,346175
US,512347
TW,868601
GB,866317
US,77134
 GB,77134
US,864923
FR,864338
US,857536
FR,854481
FR,854393
CN,640394
FR,635766
US,345055
FR,843762
FR,843743
FR,843752
DE,843682
US,843745
US,411948
FR,843120
US,843339
US,842713
FR,842664
US,842687
FR,842704
US,218775
 CA,218775
FR,832908
US,831080
US,829406
DE,829404
US,828654
TW,828704
 US,828704
US,314601
US,569467
US,371903
US,346946
US,824926
US,824819
CN,331255
US,560396
KR,610737
US,68423
US,820797
US,820965
 GB,820965
PT,821094
CN,474139
FR,568430
KR,562443
US,570924
US,496503
US,351395
US,466419
US,814795
US,813341
AR,812146
FR,369002
KR,500889
FR,510494
BR,807383
US,206918
FR,617512
US,805828
FI,206919
FI,206914
FI,206917
US,802950
JP,434352
CA,457217
US,800489
ES,800344
FR,800084
FR,589282
FR,621926
US,270752
DE,252302
US,229132
US,197747
US,658846
US,165226
 CA,165226
US,132950
US,93500
FR,68373
US,63496
GB,54823
CA,796272
CN,796039
CN,462901
CN,794685
US,613211
CA,201773
 US,201773
CA,84963
 US,84963
US,568701
US,46575
ES,431296
JP,461711
DE,488164
IN,425694
US,210832
US,791381
US,658845
JP,790083
US,790115
ES,789928
FR,97132
 NL,97132
CN,786604
CA,426134
 US,426134
US,291046
US,289311
US,206313
RU,160006
US,785698
JP,58186
FR,505923
US,631312
,372415
BR,207448
CN,589209
FR,546776
US,593341
 MX,593341
DK,381745
HK,98365
 US,98365
US,606041
FR,769870
FR,559189
FR,558847
FR,768974
FR,456321
US,766947
US,766434
US,766041
FR,764650
TR,764827
US,763545
FR,617572
IN,391418
US,760775
CN,361489
US,447835
NO,659172
NL,238116
PT,757102
CA,756806
 US,756806
BR,121025
JP,476294
KR,458124
ES,428846
US,62604
CN,443683
US,62603
US,748865
DE,426336
US,748331
US,550418
US,592876
US,523291
US,702424
US,399445
ID,666875
,700450
US,698879
KR,697983
AU,257949
 RU,257949
 GB,257949
US,123805
 CH,123805
US,67785
US,694808
 CA,694808
US,298011
US,151316
CA,251375
 FR,251375
US,275128
CN,549245
US,52834
 GB,52834
US,694266
US,74551
US,59849
US,239908
TW,585324
TW,585335
DE,2120
US,634854
JP,459922
FR,456318
US,567106
US,416277
US,469995
FR,223419
JP,13273
US,410806
DE,469984
LV,448502
US,384844
US,525204
US,469989
US,358622
CZ,452896
US,359135
CN,564286
GB,686130
US,438554
CN,482586
US,300914
US,511488
CN,381629
DK,367310
CN,729373
NO,645990
CN,564284
CN,564285
FR,429379
FR,657033
US,721246
FR,719538
US,719158
FR,588052
US,719161
FR,718800
FR,718827
US,718796
US,718253
US,714140
FR,714119
IE,396524
CN,730483
US,410948
FR,731279
DE,743576
US,651327
CN,701235
CA,738626
US,737237
 GB,737237
US,745441
PT,656372
BR,743713
JP,729067
FR,745206
US,745152
US,745149
JP,744756
JP,564269
SG,86700
ES,738888
AR,127290
 ES,127290
US,91525
US,571448
US,55285
US,251278
US,611399
US,357421
ES,362059
AR,71080
HK,80779
US,416207
US,731362
US,231220
FR,727346
CN,334380
US,57277
US,24661
FR,710529
US,399433
US,154981
DE,707394
US,146698
JP,25662
US,424654
HK,422531
US,469483
 HK,469483
CN,296318
FR,656618
 GB,656618
 US,656618
JP,360911
US,25523
BR,199895
US,48682
 NZ,48682
US,125134
US,410145
DE,100838
CA,59832
 US,59832
JP,276878
ID,550098
 SG,550098
GB,690669
DE,38694
FR,368010
JP,492926
BR,360289
 US,360289
US,275602
JP,434276
DE,446124
FR,504120
FR,397355
DE,299118
CN,304941
FI,199947
US,711998
 CA,711998
US,79490
 GB,79490
US,448665
KR,355068
IN,54892
CN,405633
US,273312
NL,115940
ES,1637261
BR,1417128
AU,1589587
IN,1593450
RO,1619227
IT,1616302
JP,1616296
AZ,1614746
US,1595124
CN,1609182
 US,1609182
US,1567283
GB,1561499
US,1557545
FR,1554379
US,1552336
US,1550192
BR,1547567
SG,1543777
FR,1539623
NL,1535569
IT,1531415
FR,1527304
ES,1526560
AU,1518105
AU,1517658
NG,1515888
 ZA,1515888
FR,1510661
US,1510501
CA,1490826
GB,1478449
US,1475465
FR,1433423
CN,1467040
DE,1447327
CN,352421
ES,1433457
BR,1429343
DE,1422407
US,1384303
CN,1379689
ES,1379278
FR,1370105
FR,1369921
FR,1366340
FR,1365451
FR,1360527
US,1358073
FR,1352043
US,1329944
FR,1329197
US,1322776
US,1321487
AR,1320906
NL,1313199
HR,1299531
US,1298785
GB,1297881
ID,1292704
US,1292178
US,1288779
GB,1288761
US,1288704
ES,1288094
NL,1287029
MY,1286451
BG,1276863
US,1273999
US,1059815
TH,1258925
CA,1257772
AL,1253101
 XK,1253101
US,1251536
US,1251532
GB,1249648
US,1249633
AU,1238691
CN,1237460
CN,1233154
US,1232941
US,1221883
US,1221148
GB,1219701
US,1214309
SA,1213548
 US,1213548
KR,1205504
US,1208810
US,1201602
JP,1200081
US,1195187
SK,593981
US,1185102
NG,1184483
 US,1184483
US,563976
PL,1173601
US,1170831
GB,1166025
US,1150013
US,1148993
US,1142052
GB,1138528
 US,1138528
US,1138526
FR,1133081
FR,1128953
US,1118838
BE,1109574
DE,1106296
MY,1078787
CN,1076704
US,1073071
US,1057711
US,1051834
US,1045874
GB,1007780
FR,998289
FR,997507
FR,996588
US,992863
US,991036
US,991042
US,991039
US,991038
GB,988057
FR,981490
FR,981464
FR,981133
BR,980061
FR,978451
US,974247
JP,970660
US,962191
JP,961694
FR,960309
FR,960625
FR,953698
IN,950896
CH,951796
BE,950864
US,947574
FR,943885
FR,942328
FR,942583
CA,942004
CA,942014
CA,941965
FR,354955
US,940825
FR,631095
FR,937679
FR,937284
FR,936913
FR,936662
FR,936429
FR,936401
FR,936411
FR,936315
FR,936299
FR,936327
FR,936277
FR,936289
FR,935080
FR,934659
FR,934636
FR,933998
FR,933893
FR,933121
FR,932970
FR,933106
FR,932877
FR,931602
FR,931082
FR,931089
FR,930559
FR,930221
FR,929652
FR,928573
FR,928820
FR,928555
FR,928612
FR,928784
FR,927725
FR,927562
FR,927400
FR,926719
US,921839
FR,921345
DE,916587
US,915049
FR,910904
FR,901191
FR,876102
FR,884702
US,882563
BE,880828
CN,865646
CN,857948
FR,857485
FR,854482
FR,854478
US,825360
US,537923
FR,798666
US,791387
US,274594
CN,630746
 JP,630746
US,764656
IR,662991
JP,750771
US,688744
US,727886
 GB,727886
US,346943
US,734328
CA,729501
 US,729501
US,438247
CA,743540
US,737029
US,719147
